,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,00:00,50.0,50.02,49.97,49.97,50.0,50.0,49.85,49.98,49.97,49.82,50.01,49.99,49.99,50.01,50.05,50.0,50.0,50.02,50.0,50.01,50.0,50.0,50.0,50.02,50.06,49.98,49.9,49.97,49.98,49.96,49.82
1,00:15,50.01,49.99,49.97,50.0,49.99,49.97,49.94,49.98,49.99,49.77,50.0,50.0,50.0,50.02,50.03,50.02,50.01,50.0,50.03,50.0,50.01,50.02,49.99,49.99,50.05,49.99,49.93,49.99,49.96,49.94,49.86
2,00:30,50.0,49.98,49.98,50.0,50.01,50.0,49.96,49.99,49.99,49.99,50.01,49.97,50.02,50.01,50.01,50.05,49.94,49.98,50.01,49.99,50.0,50.01,50.0,50.0,50.04,49.95,49.88,49.99,49.98,50.0,49.93
3,00:45,50.0,50.01,50.01,50.0,49.96,49.97,49.91,50.0,49.99,49.99,50.02,49.99,49.99,50.01,49.98,50.04,49.98,50.01,50.02,49.99,49.96,50.01,50.01,49.99,50.01,49.98,49.94,49.98,49.98,50.0,49.99
4,01:00,50.01,49.99,50.03,50.0,50.0,49.97,49.94,50.0,50.01,49.98,50.05,50.01,49.96,50.01,50.01,49.95,49.99,50.0,50.03,49.99,49.97,50.01,50.04,50.0,50.0,50.01,49.95,49.98,49.95,49.97,49.94
5,01:15,50.01,49.95,50.03,50.0,50.01,49.91,49.98,50.0,50.01,49.99,50.06,50.03,49.87,50.0,50.01,49.91,50.02,50.02,50.0,50.0,49.97,50.02,50.05,50.01,49.99,50.0,49.88,50.0,49.87,49.99,49.99
6,01:30,50.01,49.98,50.03,50.0,50.0,49.84,49.93,49.99,49.97,49.96,50.02,50.0,49.82,49.98,49.92,49.91,49.99,49.96,50.0,49.99,49.99,50.0,50.02,50.0,49.97,50.02,49.89,49.99,49.92,49.99,49.99
7,01:45,50.01,49.89,50.01,50.0,50.0,49.97,49.86,50.0,49.99,50.0,49.99,50.0,49.88,49.99,49.86,49.91,49.99,50.0,50.0,49.99,49.99,50.02,50.0,50.0,49.99,50.02,49.88,50.0,49.96,49.99,49.99
8,02:00,50.01,49.97,50.0,49.99,50.0,49.96,49.92,50.0,50.0,50.0,49.99,49.99,49.99,49.99,49.78,49.95,49.99,49.97,50.0,49.99,49.99,50.01,50.02,49.98,50.02,50.03,49.92,50.01,49.99,50.01,49.99
9,02:15,50.0,49.95,49.99,50.0,50.02,49.92,49.98,50.0,49.99,49.99,50.01,49.99,50.0,50.0,49.81,49.97,50.01,49.97,50.0,49.99,49.99,50.02,50.05,49.97,50.0,50.04,49.99,50.01,49.99,49.99,50.0
10,02:30,50.02,49.99,50.0,49.96,50.01,49.95,49.95,49.99,49.99,50.0,50.01,49.97,50.01,49.99,49.94,49.93,50.0,49.99,50.0,49.99,49.99,50.0,50.05,49.93,50.01,50.05,49.98,49.98,50.0,50.0,50.02
11,02:45,50.02,50.0,49.99,49.99,50.01,49.95,49.99,49.99,50.0,50.0,50.04,49.95,50.0,50.01,49.95,49.81,49.99,49.98,49.99,50.0,50.0,50.02,50.03,49.99,50.05,50.01,49.99,49.97,49.99,50.01,50.02
12,03:00,50.01,50.01,50.01,49.96,50.01,49.95,49.98,50.0,49.99,50.0,50.04,49.91,50.0,50.0,49.87,49.99,49.97,49.89,49.99,49.99,49.99,50.0,50.04,49.97,50.0,50.01,49.99,50.0,49.99,50.02,50.0
13,03:15,50.0,50.0,50.01,49.94,49.99,49.98,49.98,50.0,49.97,50.01,50.05,49.95,50.02,50.0,49.93,50.0,50.0,49.91,50.03,49.99,49.99,50.01,50.05,50.0,50.02,50.03,49.98,50.02,50.0,50.02,50.0
14,03:30,49.99,50.02,49.99,49.88,49.99,49.99,50.01,49.99,49.96,50.02,50.05,49.98,50.04,50.01,50.0,50.03,50.0,49.99,50.01,49.99,49.99,50.04,50.05,50.0,50.01,50.01,50.01,50.0,49.99,50.0,49.98
15,03:45,49.99,50.01,49.99,49.91,50.01,50.0,50.01,50.0,49.99,50.03,50.04,49.98,50.03,50.0,50.02,50.05,50.01,49.98,50.02,49.98,49.98,50.05,50.07,50.01,50.01,50.01,50.0,50.0,49.99,50.03,50.0
16,04:00,50.01,50.01,50.0,49.96,50.0,49.96,49.99,49.99,49.99,50.01,50.01,49.92,50.02,50.0,50.02,50.03,49.99,49.96,49.99,49.96,49.98,50.03,50.0,50.0,50.01,49.93,49.97,49.98,50.02,50.01,49.97
17,04:15,50.02,49.99,50.0,49.99,50.02,49.98,49.99,49.99,50.01,50.0,49.99,49.93,49.99,50.0,50.05,50.02,50.0,49.99,49.99,49.99,49.98,50.02,49.98,50.0,50.0,49.85,49.99,49.96,50.01,50.01,49.99
18,04:30,50.0,49.99,49.99,49.98,50.0,49.98,49.95,49.98,50.01,49.99,49.96,49.99,49.98,49.99,50.03,50.03,49.98,49.94,49.95,49.98,49.97,50.02,49.89,49.95,50.0,49.8,49.95,49.89,49.98,50.0,49.98
19,04:45,49.99,49.99,49.99,49.99,50.0,49.99,49.99,49.98,49.99,49.99,50.0,49.99,49.98,50.0,49.96,50.06,49.97,50.0,49.98,49.99,49.95,50.01,49.93,49.99,49.97,49.87,49.97,49.98,49.92,50.0,49.92
20,05:00,49.99,50.01,49.98,50.0,50.0,49.96,50.01,50.0,50.02,50.0,50.0,50.0,49.98,49.96,49.83,50.06,50.02,50.0,49.95,49.98,49.93,50.01,49.92,49.97,50.0,49.89,49.99,49.96,49.9,50.01,49.97
21,05:15,50.01,49.98,49.98,50.01,49.99,49.99,50.02,49.99,50.04,49.98,50.01,50.0,49.98,50.0,49.71,50.04,49.99,50.01,50.0,49.96,49.93,50.0,49.95,49.99,50.0,49.86,49.99,49.94,49.96,50.03,49.97
22,05:30,50.0,49.94,49.97,49.97,49.99,50.0,50.01,49.95,50.04,49.99,50.0,49.99,50.01,50.0,49.67,50.08,50.0,50.01,49.98,49.97,49.97,50.0,49.98,49.97,50.01,49.73,49.99,49.99,49.95,50.02,50.02
23,05:45,50.0,49.96,49.96,49.91,49.99,50.0,50.02,49.97,50.06,49.95,50.0,49.95,50.03,50.0,49.62,50.06,50.0,50.0,50.01,49.99,49.95,50.01,49.98,49.9,50.0,49.87,50.02,49.99,49.92,50.0,50.02
24,06:00,49.99,49.97,49.96,49.95,49.96,50.01,50.07,49.93,50.08,49.97,49.96,49.94,50.01,50.01,49.82,50.03,50.03,49.99,50.05,49.94,49.97,50.0,49.95,49.93,50.0,49.9,50.0,49.99,49.84,49.98,50.01
25,06:15,50.02,49.99,49.98,49.84,49.96,50.01,50.04,50.01,50.05,49.96,49.96,49.87,49.93,50.0,49.89,50.0,50.04,50.02,50.01,49.94,50.0,50.0,49.89,49.86,50.0,49.83,49.96,50.0,49.94,49.93,49.99
26,06:30,50.03,50.01,49.99,49.91,50.0,50.05,50.02,49.99,50.07,49.94,49.98,49.96,49.88,49.99,49.95,49.96,49.99,50.0,50.03,50.0,50.03,50.0,49.99,49.93,50.0,49.81,49.86,50.01,49.99,49.99,50.0
27,06:45,50.02,50.0,49.99,50.01,50.01,50.08,50.03,50.0,50.05,49.96,50.0,49.99,49.91,50.02,49.95,49.94,50.01,50.02,50.03,50.01,50.02,50.01,50.0,49.96,50.0,49.88,49.95,49.99,49.94,49.99,50.01
28,07:00,50.05,50.0,49.99,50.0,50.03,50.06,50.03,50.02,50.01,50.0,49.97,49.98,49.97,49.99,50.03,50.01,50.02,50.01,50.04,50.02,50.0,50.0,50.01,49.95,49.98,49.94,49.94,49.99,49.87,50.01,50.02
29,07:15,50.04,50.01,49.99,50.02,50.01,50.04,50.02,50.04,50.03,50.04,50.0,49.99,49.99,50.0,50.05,49.89,50.04,50.02,50.03,50.03,49.99,50.01,50.0,49.99,50.0,49.9,49.98,50.02,49.85,50.01,50.04
30,07:30,50.06,49.96,49.94,49.99,50.0,50.07,49.98,50.02,50.0,50.02,49.96,50.04,49.92,49.97,50.07,50.01,50.05,50.0,49.91,50.05,49.98,50.07,49.86,50.03,49.97,49.97,49.98,49.99,49.98,50.07,50.0
31,07:45,50.03,49.96,49.97,50.01,50.01,50.05,50.01,50.02,50.02,50.1,50.01,50.09,49.94,49.97,50.02,50.05,50.05,50.03,49.97,50.05,49.98,50.08,49.99,50.01,49.94,50.01,49.98,50.01,50.0,50.07,50.04
32,08:00,50.01,49.92,49.91,50.0,49.98,50.06,50.04,50.06,49.95,50.22,50.1,50.02,49.98,49.94,50.03,50.04,50.07,50.02,49.91,50.06,50.0,50.08,49.96,49.98,49.81,49.97,49.92,50.02,50.0,50.05,50.03
33,08:15,50.03,49.9,49.91,50.0,49.91,50.02,50.02,50.02,50.02,50.25,50.13,50.01,49.99,49.97,50.07,50.01,50.01,50.01,49.99,50.05,50.0,50.06,49.97,50.0,49.89,49.95,49.98,50.03,50.01,50.05,50.06
34,08:30,50.06,50.0,49.94,49.99,50.01,50.05,50.04,50.03,50.03,50.15,50.15,49.99,50.01,50.02,50.14,50.03,49.97,50.01,49.99,50.02,50.03,50.01,49.99,50.01,49.97,49.99,50.01,50.06,49.99,50.05,50.08
35,08:45,50.04,49.99,49.99,50.04,50.01,50.04,50.08,50.0,50.06,50.08,50.11,49.99,50.01,50.07,50.18,50.0,50.03,50.08,50.02,50.02,50.04,49.98,49.99,50.03,50.02,50.03,50.03,50.06,50.0,50.03,50.03
36,09:00,50.0,49.99,49.98,50.0,49.97,50.07,50.14,49.98,50.05,50.0,50.05,49.97,50.01,50.1,50.08,49.86,49.96,50.05,49.97,50.03,49.97,49.89,50.02,49.95,50.0,50.02,50.02,50.04,49.97,49.98,50.01
37,09:15,50.02,49.98,49.88,49.87,49.98,50.08,50.19,49.85,50.06,50.03,50.0,50.01,50.01,50.04,50.05,49.98,49.9,50.05,49.97,49.99,49.99,49.96,50.03,49.95,49.96,49.99,50.01,50.03,49.87,49.96,50.0
38,09:30,50.01,49.99,49.97,49.8,50.02,50.04,50.13,49.87,50.1,50.04,50.1,50.01,49.96,49.99,50.06,50.02,49.93,50.0,50.0,49.97,50.0,49.92,50.05,49.91,49.99,50.03,50.04,50.06,49.86,49.98,50.0
39,09:45,50.04,50.01,50.02,49.82,50.03,50.04,50.04,49.98,50.16,50.04,50.16,50.01,49.95,49.97,50.12,50.05,49.87,50.01,50.02,50.0,50.01,50.01,50.08,49.85,50.02,50.04,50.1,50.0,49.96,50.02,50.03
40,10:00,49.98,50.0,49.99,49.93,50.02,50.03,50.02,49.98,50.07,49.96,50.15,50.03,50.0,50.0,50.08,50.09,49.9,49.98,50.02,50.01,49.99,49.93,50.04,49.79,50.0,50.01,50.08,49.91,49.97,50.03,49.96
41,10:15,49.98,50.02,50.03,49.94,50.0,50.07,50.02,50.03,50.06,49.88,50.1,49.99,49.99,49.99,50.07,50.03,49.88,50.02,50.01,50.03,49.98,49.97,50.05,49.78,49.99,50.01,50.08,49.96,49.99,50.02,49.99
42,10:30,49.98,50.02,50.06,50.02,50.01,50.06,50.0,50.03,50.03,50.02,50.08,49.98,49.99,49.99,50.13,50.03,49.97,50.05,50.03,50.05,49.89,49.96,50.07,49.82,50.0,50.0,50.05,50.0,49.99,50.02,49.97
43,10:45,50.02,50.04,50.02,50.01,50.04,50.03,50.0,50.02,50.06,50.02,50.11,49.99,49.91,50.01,50.14,50.02,49.98,50.08,50.03,50.03,49.95,49.92,50.03,49.85,50.02,49.99,50.0,50.03,50.03,50.02,49.99
44,11:00,50.01,50.04,50.01,50.03,50.03,50.05,50.01,50.02,50.02,49.93,50.19,50.03,49.99,50.02,50.15,49.99,49.93,50.16,49.98,50.02,49.99,49.97,50.02,49.93,49.97,49.95,49.96,49.98,50.01,49.97,49.98
45,11:15,50.04,50.03,49.97,50.04,49.99,50.04,50.0,50.05,50.02,49.95,49.92,49.94,49.98,50.0,50.17,50.0,49.87,50.04,50.02,50.0,50.04,50.05,50.0,49.9,49.93,49.96,49.97,49.94,50.01,49.97,49.88
46,11:30,50.1,50.03,49.97,50.08,49.97,49.99,49.93,50.04,49.99,49.92,49.97,49.8,49.93,49.99,50.12,49.98,49.75,50.0,49.97,49.98,50.05,50.07,49.92,50.0,49.98,49.96,49.88,49.95,50.0,49.97,49.94
47,11:45,50.04,50.02,49.97,50.09,49.99,50.04,49.99,50.09,49.98,49.98,49.96,49.93,50.07,49.99,50.11,49.99,50.01,49.93,50.04,49.99,50.05,50.06,49.81,50.02,49.99,49.86,49.83,49.87,49.99,49.96,49.92
48,12:00,50.04,50.02,49.89,50.07,50.03,50.03,50.02,50.04,49.97,49.99,49.94,49.85,50.06,50.03,50.16,50.0,49.93,50.02,50.06,49.95,50.08,50.01,49.91,50.05,50.0,49.95,49.85,49.86,49.97,49.89,49.88
49,12:15,50.02,50.0,49.88,50.02,50.03,49.92,50.02,50.02,50.01,49.97,50.02,49.97,49.93,49.91,50.22,49.95,49.9,49.99,50.04,49.95,50.06,49.94,49.97,50.02,50.04,49.94,49.93,49.87,50.0,49.96,49.83
50,12:30,49.99,50.03,49.97,50.06,50.01,50.0,50.04,50.06,50.01,49.97,49.97,50.0,49.91,50.0,50.26,49.89,49.95,49.99,50.07,49.97,50.03,49.88,50.0,50.06,50.02,49.96,49.98,49.95,49.98,49.86,49.97
51,12:45,49.97,50.02,49.88,50.03,50.0,49.99,50.02,50.05,49.99,49.93,49.95,49.95,49.85,49.98,50.22,49.84,49.87,50.0,50.05,49.93,49.97,49.95,49.88,50.06,50.01,49.97,49.93,49.96,50.0,49.75,49.91
52,13:00,50.01,50.12,49.88,50.08,50.07,50.06,50.1,50.14,50.12,50.01,50.07,50.08,49.98,50.11,50.26,50.0,50.01,50.06,50.19,49.98,50.13,50.06,50.15,50.03,50.01,50.01,49.99,49.99,50.01,49.95,50.05
53,13:15,49.99,50.04,49.91,50.04,50.02,50.01,50.06,50.13,50.09,49.81,50.07,50.05,49.97,50.06,50.19,49.9,50.0,50.04,50.2,49.98,50.12,50.05,50.04,50.04,50.03,50.01,49.96,49.95,49.99,49.99,50.03
54,13:30,49.97,50.0,49.94,50.02,49.99,49.99,50.0,50.05,49.97,49.98,50.14,50.05,49.91,50.03,50.25,49.99,49.99,49.96,50.13,49.92,50.15,50.04,50.01,50.03,50.01,49.98,49.97,49.99,49.82,49.98,50.02
55,13:45,49.99,50.01,50.0,50.04,50.0,49.99,50.05,50.06,50.05,49.91,50.12,49.95,49.97,50.0,50.27,49.99,49.97,50.1,50.1,49.97,50.11,50.03,50.05,50.02,50.01,50.0,49.98,50.03,49.89,50.03,50.02
56,14:00,49.9,50.01,50.03,50.03,49.98,50.01,50.08,50.09,50.01,49.95,50.03,49.92,49.99,50.06,50.22,50.04,49.95,50.08,50.04,49.94,50.11,50.03,50.06,50.02,50.0,49.96,49.99,50.02,49.85,50.02,50.0
57,14:15,49.88,50.0,50.01,49.95,49.98,49.92,49.96,50.0,50.0,49.94,49.85,49.83,49.98,50.03,50.04,50.02,49.93,50.01,49.98,49.88,50.05,49.99,49.96,49.98,49.98,49.85,49.99,49.97,49.9,49.98,49.93
58,14:30,49.99,49.99,49.98,49.95,49.93,50.01,49.99,49.95,49.99,50.08,50.03,49.76,49.97,50.04,50.09,50.05,49.99,49.98,49.99,49.87,50.1,50.01,49.99,49.97,50.0,49.82,49.98,49.99,49.95,50.03,49.9
59,14:45,50.0,49.99,49.99,49.91,49.99,49.81,50.0,50.04,50.04,50.05,50.02,49.77,50.03,49.97,50.01,50.08,49.99,49.95,49.98,49.97,50.1,50.0,50.0,49.96,49.98,49.95,50.0,49.98,49.92,50.03,49.96
60,15:00,50.05,50.0,50.03,49.83,50.04,50.01,49.94,50.01,50.01,50.05,50.01,49.99,50.07,50.04,50.06,50.12,50.01,50.02,50.03,49.99,50.09,50.04,50.05,50.0,49.96,49.97,49.98,50.03,50.01,50.01,50.01
61,15:15,49.99,49.95,50.02,49.84,50.03,49.92,49.94,50.01,49.88,50.07,49.96,49.99,50.04,49.96,49.98,50.12,49.98,49.97,49.99,49.95,50.0,50.01,49.96,49.96,49.89,49.94,49.87,50.02,49.97,50.02,49.98
62,15:30,50.0,49.99,50.04,49.88,50.07,49.9,49.89,49.98,50.02,50.06,49.92,50.01,50.02,49.98,49.97,49.86,49.99,50.01,50.03,49.92,49.92,49.97,50.01,49.98,49.87,49.99,49.94,50.01,50.0,49.95,50.0
63,15:45,50.01,49.98,50.02,49.92,50.01,49.99,49.82,50.0,50.0,49.98,49.86,50.01,49.93,49.99,49.88,49.88,50.01,50.01,50.0,49.82,49.87,49.97,49.99,50.01,49.83,49.98,49.9,49.97,50.0,49.93,49.98
64,16:00,50.03,50.04,49.99,49.93,50.02,50.02,50.0,50.03,50.04,50.05,50.03,50.1,49.99,50.01,49.89,49.89,50.06,50.05,50.05,50.03,50.02,49.94,50.05,50.02,50.01,50.03,49.99,50.01,49.96,49.98,50.02
65,16:15,50.01,49.98,49.92,49.86,49.99,50.02,50.01,49.99,50.06,49.97,49.86,50.04,49.99,49.99,49.84,49.72,50.0,50.0,50.01,49.99,50.06,49.95,50.04,50.0,49.96,50.0,49.94,49.94,49.9,49.97,49.99
66,16:30,50.0,49.99,49.81,49.96,49.99,50.01,50.0,49.97,50.02,49.84,49.88,50.04,50.01,49.97,49.86,49.9,50.02,50.0,50.0,49.98,50.03,49.96,50.04,49.98,49.9,50.0,49.91,49.85,49.92,49.9,49.96
67,16:45,50.03,50.0,49.88,49.97,50.0,50.02,50.0,49.87,49.98,49.85,49.99,49.99,49.95,49.96,49.91,49.84,49.99,50.01,50.0,49.89,50.02,49.96,50.0,49.98,49.84,49.99,49.94,49.84,49.87,49.98,49.96
68,17:00,50.04,50.03,49.98,50.0,49.99,50.0,50.05,49.98,49.96,49.91,50.11,50.04,49.99,50.06,50.03,50.0,49.96,50.06,50.06,49.99,50.08,50.02,50.03,50.0,49.94,50.03,50.03,50.0,49.97,50.01,50.03
69,17:15,50.04,49.98,49.99,49.99,49.97,50.01,50.0,50.0,49.95,49.94,50.01,49.99,50.0,50.06,50.06,50.0,49.93,50.02,50.02,49.98,50.07,49.98,50.01,49.99,49.93,49.99,50.01,50.02,49.93,50.01,50.02
70,17:30,50.01,49.98,50.02,50.01,49.94,50.0,49.97,49.98,49.97,49.95,50.06,49.99,49.97,49.98,50.04,50.01,50.0,50.01,50.05,49.99,50.07,50.02,49.97,50.0,49.96,50.0,50.04,50.01,49.95,50.01,50.0
71,17:45,50.0,50.01,49.98,50.02,49.96,50.0,49.96,49.95,49.99,49.88,50.03,50.0,49.88,49.93,50.0,49.98,49.97,50.0,49.99,50.02,50.01,49.99,49.95,49.98,49.84,49.99,50.0,49.99,49.94,49.98,50.01
72,18:00,50.03,50.02,49.97,50.05,50.0,50.04,49.97,50.0,49.99,49.99,50.08,49.99,49.95,50.05,49.99,50.02,50.04,50.0,50.04,50.05,50.0,50.04,49.98,49.96,49.92,49.97,50.0,49.99,49.96,50.0,50.04
73,18:15,50.05,49.99,49.94,50.0,50.0,50.0,50.01,50.02,50.02,50.0,50.01,50.01,49.96,49.86,50.02,50.02,50.01,50.02,50.05,50.03,49.85,50.0,50.01,49.95,49.76,49.82,49.98,49.99,49.78,49.97,49.99
74,18:30,50.02,50.0,49.92,49.96,50.05,49.98,50.02,50.0,50.02,49.99,50.06,50.02,50.02,49.87,50.01,49.92,50.01,50.0,50.08,50.0,49.89,49.97,50.03,49.89,49.89,49.67,49.94,50.03,49.64,49.76,49.97
75,18:45,49.99,50.0,49.8,49.99,50.04,49.99,50.01,50.03,50.01,49.98,50.02,50.02,49.97,49.87,50.05,49.85,49.99,50.0,50.08,50.02,49.99,49.96,50.0,49.87,49.72,49.78,49.83,50.01,49.7,49.81,49.97
76,19:00,49.92,49.97,49.77,49.93,50.0,49.95,50.0,50.02,49.98,49.98,49.97,50.0,49.85,49.97,49.97,49.84,49.96,49.9,50.08,50.03,50.0,49.97,49.92,49.94,49.7,49.71,49.86,49.89,49.59,49.79,49.84
77,19:15,49.86,49.78,49.7,49.84,49.99,49.89,49.99,49.99,49.94,49.98,49.88,49.88,49.85,50.0,49.86,49.56,49.87,49.65,50.02,50.01,49.93,49.94,49.86,49.94,49.52,49.69,49.85,49.98,49.83,49.85,50.02
78,19:30,49.93,49.73,49.66,49.82,49.99,49.92,50.0,50.0,49.97,50.01,49.93,49.91,49.84,50.02,49.95,49.85,49.89,49.59,50.05,50.05,49.99,49.99,49.96,49.88,49.77,49.8,49.88,50.02,49.97,49.97,49.99
