,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,00:00,50.02,49.95,49.94,50.01,50.0,49.98,49.99,49.99,49.97,49.99,50.01,50.02,49.96,50.05,49.92,50.01,50.01,49.91,50.0,49.99,50.16,49.92,49.98,50.0,49.99,50.02,49.95,50.02,49.98,50.06
1,00:15,50.0,49.89,49.97,50.0,49.94,50.0,50.0,49.98,49.98,50.0,50.01,50.01,50.0,50.02,49.95,50.01,50.01,49.97,49.94,49.99,50.07,49.96,49.95,49.99,49.96,50.03,49.86,50.01,49.97,50.02
2,00:30,50.01,49.89,49.99,49.98,49.9,50.01,50.01,49.98,49.96,50.0,50.0,50.01,49.96,49.99,49.93,50.0,50.02,49.94,49.96,50.0,50.01,49.95,49.96,49.96,49.96,49.99,49.94,49.97,49.98,50.01
3,00:45,50.01,49.99,49.98,50.0,49.99,50.0,50.02,50.01,49.98,49.99,49.99,50.01,50.0,49.94,49.93,49.97,49.98,49.95,49.96,49.99,50.0,49.92,49.99,50.01,49.97,50.0,49.97,49.96,49.98,50.0
4,01:00,49.98,49.98,49.98,50.0,50.0,50.01,50.01,50.01,49.99,49.99,50.01,50.01,50.0,49.88,49.97,49.99,50.0,49.89,50.0,50.01,50.02,50.0,50.0,50.03,49.98,49.99,49.98,49.94,49.99,50.01
5,01:15,50.01,49.98,49.97,50.0,50.0,50.0,50.01,50.02,49.96,49.99,49.98,50.0,50.02,49.99,49.98,49.99,50.01,49.86,49.99,50.01,50.04,50.0,50.01,50.05,50.01,49.99,49.99,49.98,50.0,50.05
6,01:30,50.0,49.92,49.96,50.01,49.97,50.03,49.98,49.99,49.92,49.99,49.95,50.01,50.0,49.98,49.94,49.98,49.99,49.97,49.98,49.99,50.01,49.98,49.98,50.03,50.0,49.96,49.99,49.89,49.96,50.01
7,01:45,50.01,50.01,49.99,50.04,50.02,50.03,50.01,50.0,49.98,50.01,49.98,50.0,50.0,50.02,50.0,49.99,50.02,50.0,49.98,50.03,50.02,50.01,50.0,50.0,50.02,50.01,50.0,49.92,50.02,50.03
8,02:00,49.97,50.0,49.99,50.0,49.99,50.03,50.01,50.01,49.97,50.01,49.95,49.99,50.0,50.02,49.97,49.99,49.98,49.98,50.01,50.03,50.04,50.0,50.01,50.0,50.01,50.01,50.0,49.96,50.0,50.02
9,02:15,49.99,49.99,49.98,50.01,49.99,50.02,50.01,49.99,49.98,50.02,49.99,50.0,50.01,50.05,49.99,49.98,49.98,49.98,50.01,50.01,50.04,50.01,50.02,50.0,50.01,50.01,49.99,49.97,49.99,49.99
10,02:30,50.0,49.99,49.96,49.97,49.97,49.99,49.98,49.99,49.99,50.02,50.01,49.99,50.03,50.01,49.98,49.97,49.99,49.98,50.0,50.03,50.02,49.99,49.98,49.99,49.98,50.0,49.99,49.99,50.0,49.99
11,02:45,49.99,50.01,49.99,49.99,49.99,50.0,50.0,49.99,50.01,50.03,50.01,50.0,50.03,50.05,50.0,49.98,49.97,49.99,49.99,50.05,50.04,50.01,49.98,50.0,49.99,50.02,49.99,50.01,49.99,49.94
12,03:00,50.01,50.02,49.97,50.01,49.98,50.01,49.99,49.9,49.99,50.0,49.99,49.98,50.02,50.01,49.99,49.99,49.99,49.99,49.99,50.04,50.02,50.02,49.99,49.98,49.97,50.02,50.0,50.01,49.98,49.95
13,03:15,50.0,50.0,50.0,50.0,49.99,49.99,50.01,49.95,49.99,49.99,50.01,50.0,50.0,50.02,50.0,49.95,49.98,50.03,49.98,50.03,50.01,50.0,49.97,49.98,49.98,50.02,49.96,49.99,50.0,49.97
14,03:30,50.0,50.0,49.99,49.98,49.96,49.98,49.99,49.89,49.99,49.98,50.01,50.0,50.0,50.0,49.98,49.96,49.99,50.02,50.01,50.01,50.0,50.0,49.98,49.96,49.98,50.04,49.91,49.95,49.98,49.95
15,03:45,50.0,49.98,50.0,49.99,49.96,50.01,49.99,49.88,49.99,49.98,50.02,50.0,50.0,50.03,49.97,50.01,50.01,50.0,50.01,50.03,49.99,50.03,49.99,49.99,50.01,50.03,49.88,50.0,50.0,49.84
16,04:00,50.01,49.92,49.98,49.98,49.97,50.01,50.02,49.99,50.04,50.0,50.0,49.98,50.03,50.07,50.01,50.01,50.03,50.03,49.99,50.03,50.0,50.01,50.02,49.93,50.09,50.06,49.96,50.01,49.98,49.97
17,04:15,50.01,49.9,49.99,50.01,49.97,50.0,49.99,49.96,50.01,50.01,50.0,50.01,50.02,50.06,50.0,49.99,50.01,50.07,50.0,50.0,50.02,50.0,50.0,49.98,50.03,50.01,50.0,50.02,50.0,50.0
18,04:30,50.0,49.91,50.01,49.98,49.99,49.97,50.01,49.96,50.02,50.01,50.01,50.02,50.04,50.08,50.0,49.98,50.0,50.08,50.02,50.0,49.99,49.99,49.99,49.96,50.02,49.98,50.03,50.04,49.99,50.02
19,04:45,50.0,49.87,50.01,49.99,49.98,50.0,49.99,49.93,50.01,50.0,50.0,50.04,50.02,50.08,49.98,49.99,50.01,50.01,50.01,50.01,49.99,49.96,49.99,49.97,50.02,50.01,50.01,50.0,49.99,49.99
20,05:00,49.99,49.99,49.98,49.9,50.0,50.01,50.02,49.92,49.97,49.96,50.0,50.02,50.01,50.05,49.94,50.02,49.97,50.01,50.01,50.02,49.98,49.97,49.99,50.0,50.0,49.99,50.0,49.96,50.02,49.98
21,05:15,49.99,50.02,50.01,49.89,49.98,50.01,50.03,49.89,49.98,49.96,50.01,50.0,50.02,50.05,49.98,49.98,50.0,49.98,50.01,50.06,50.0,50.0,49.99,50.0,50.01,50.02,49.98,50.01,49.99,50.0
22,05:30,49.99,50.0,50.01,49.86,50.01,50.02,50.0,49.96,49.95,49.99,49.98,50.02,50.02,50.02,49.96,49.94,50.01,50.01,50.01,50.05,50.0,50.01,50.02,50.03,50.03,50.0,49.99,50.0,49.98,50.02
23,05:45,49.99,49.98,50.0,49.98,50.01,50.02,50.02,50.01,49.98,50.0,50.0,50.03,50.03,50.04,49.94,49.99,50.01,50.02,50.01,50.07,50.04,49.92,50.03,49.99,50.01,50.03,49.97,50.0,49.99,50.02
24,06:00,49.98,49.97,49.97,50.02,50.02,50.06,50.04,50.01,49.96,49.97,50.01,50.09,50.09,50.0,49.94,49.93,50.0,50.01,50.02,50.12,50.07,49.97,49.98,49.98,50.02,50.09,50.03,49.99,50.03,49.98
25,06:15,49.87,49.93,49.92,49.95,49.97,50.04,50.01,50.0,49.97,49.92,49.97,50.01,50.01,49.96,49.88,49.89,49.97,49.99,49.99,50.07,49.99,49.85,49.94,49.96,49.91,50.01,49.99,49.95,49.93,49.96
26,06:30,49.85,49.89,49.9,49.88,49.96,50.02,49.99,49.96,49.94,49.97,49.96,50.02,50.01,50.0,49.82,49.81,49.93,49.9,49.97,50.05,49.95,49.94,49.96,49.95,49.93,50.02,49.99,49.88,49.95,49.93
27,06:45,49.95,49.79,49.87,49.85,49.88,50.02,49.99,49.97,49.9,49.99,49.99,50.07,50.0,50.0,49.83,49.91,49.97,49.85,49.93,50.0,49.94,49.98,49.98,49.99,49.87,50.03,49.98,49.87,49.9,49.97
28,07:00,49.94,49.86,49.9,49.96,49.99,50.07,50.0,50.0,49.98,50.02,49.99,50.07,50.01,49.97,49.95,49.95,49.99,49.95,50.0,50.01,49.97,50.0,49.99,49.98,49.93,50.03,49.99,49.94,49.92,49.95
29,07:15,49.84,49.77,49.78,49.91,49.95,50.03,50.0,50.0,49.99,50.03,50.01,50.05,50.01,50.01,49.96,50.01,50.01,50.0,50.0,50.0,50.0,49.99,49.98,49.98,49.91,50.0,49.96,49.92,49.87,49.89
30,07:30,49.76,49.89,50.0,49.95,50.0,49.95,50.0,50.02,50.0,50.04,50.0,50.05,50.01,50.03,50.0,50.01,50.04,50.03,50.0,50.02,49.94,50.02,49.99,50.02,50.01,50.02,49.99,50.0,50.0,49.95
31,07:45,49.92,49.94,50.02,50.0,50.03,49.95,50.03,50.03,50.02,50.04,49.98,50.04,50.01,50.03,49.97,50.01,50.04,50.03,50.01,50.02,49.99,50.03,49.97,50.01,50.02,50.02,49.98,50.0,49.98,50.0
32,08:00,49.95,49.99,49.95,49.97,50.04,49.88,49.93,49.98,49.93,49.99,49.86,50.01,49.96,50.02,49.9,50.01,50.05,50.01,50.0,50.0,49.92,50.01,49.97,49.98,50.0,50.0,49.89,49.96,49.87,50.0
33,08:15,49.89,49.99,49.95,50.02,50.06,49.92,50.0,49.96,49.98,50.0,49.95,50.04,50.0,50.04,49.91,50.03,50.04,50.0,50.0,49.99,49.93,50.01,50.03,50.01,50.03,50.0,49.97,49.98,49.9,50.0
34,08:30,50.01,49.97,50.0,50.02,50.04,49.92,49.94,49.94,49.98,50.02,49.99,50.02,50.02,50.02,49.93,50.04,50.02,50.0,49.95,49.91,50.0,50.04,50.01,49.98,49.98,50.0,49.95,50.01,49.9,49.99
35,08:45,50.01,50.02,50.03,50.04,50.06,49.95,49.98,50.0,49.96,50.04,50.0,50.04,50.01,50.06,49.97,50.05,50.05,50.02,50.03,49.96,50.01,50.06,50.04,50.03,50.0,50.02,50.01,50.06,50.0,50.02
36,09:00,49.99,49.99,49.99,50.0,50.0,49.92,49.92,49.89,49.85,50.03,49.85,49.94,49.99,50.0,49.89,49.98,50.01,49.98,50.0,49.87,49.92,49.99,49.99,50.0,49.9,49.91,49.89,50.0,49.88,49.97
37,09:15,50.0,50.01,50.0,50.03,49.99,49.93,49.99,49.9,49.9,50.07,49.92,50.02,49.99,49.98,49.97,50.0,50.0,49.99,49.98,49.92,49.9,49.99,49.91,49.91,49.98,49.95,49.99,49.98,49.84,49.93
38,09:30,49.98,50.01,49.95,49.98,49.98,49.91,49.95,49.88,49.99,50.02,49.95,50.01,49.96,49.89,49.95,49.94,49.97,49.9,49.9,49.86,49.95,50.01,49.98,49.91,49.98,49.99,49.94,49.98,49.96,49.99
39,09:45,50.0,50.04,49.95,50.01,49.98,49.97,50.02,49.98,50.02,50.03,49.98,50.01,49.99,49.94,50.0,50.01,50.01,49.91,50.0,49.99,49.98,50.03,50.02,49.86,49.99,49.99,50.0,50.0,49.98,49.96
40,10:00,49.94,49.97,49.99,49.95,50.0,49.99,49.97,49.98,50.02,50.02,49.99,50.03,49.99,49.9,50.01,49.99,49.99,49.93,50.01,49.99,49.93,49.97,49.93,49.87,50.01,49.98,49.94,49.99,49.89,49.97
41,10:15,49.96,49.99,49.91,49.95,50.0,50.02,50.0,49.99,50.02,50.04,49.99,50.0,50.0,50.0,49.94,49.98,50.04,49.99,50.04,50.0,49.96,49.96,49.84,49.91,50.0,50.02,49.92,49.99,49.89,49.99
42,10:30,49.99,49.98,49.96,49.98,49.97,50.0,50.01,50.0,50.0,50.03,50.01,50.03,50.02,50.01,49.93,49.98,50.03,49.99,50.05,50.0,49.96,49.98,49.85,49.91,49.99,50.01,49.97,49.98,49.96,49.94
43,10:45,49.98,49.96,49.88,50.01,49.95,50.04,50.0,49.97,50.03,50.05,50.06,50.05,50.02,50.01,49.96,50.02,50.08,49.99,50.02,50.0,49.93,50.0,49.84,49.92,50.0,50.02,49.97,49.99,50.0,50.0
44,11:00,49.99,50.03,50.0,50.03,50.01,50.05,50.03,50.0,50.07,50.06,50.04,50.05,50.02,50.02,50.01,50.04,50.07,49.99,50.04,50.01,49.99,49.9,49.91,50.0,50.01,50.03,49.97,50.02,50.0,50.01
